investor_id,SIP_Count,Avg_Gap_Days,Risk_Flag
INV000807,2,3.0,Healthy
INV000808,4,138.66666666666666,Healthy
INV000809,5,105.0,Healthy
INV000810,10,38.0,At Risk
INV000811,6,58.2,At Risk
INV000812,1,,Healthy
INV000813,8,62.142857142857146,At Risk
INV000814,7,78.33333333333333,At Risk
INV000815,4,88.66666666666667,Healthy
INV000816,5,74.75,Healthy
INV000817,1,,Healthy
INV000818,5,122.75,Healthy
INV000819,6,48.0,At Risk
INV000820,3,103.5,Healthy
INV000821,9,44.5,At Risk
INV000822,9,41.625,At Risk
INV000823,10,35.44444444444444,At Risk
INV000824,4,140.66666666666666,Healthy
INV000825,5,70.0,Healthy
INV000826,7,74.5,At Risk
INV000827,10,45.333333333333336,At Risk
INV000828,2,429.0,Healthy
INV000829,9,58.875,At Risk
INV000830,10,44.44444444444444,At Risk
INV000831,6,54.0,At Risk
INV000832,4,83.66666666666667,Healthy
INV000833,10,56.44444444444444,At Risk
INV000834,4,88.0,Healthy
INV000835,1,,Healthy
INV000836,7,70.66666666666667,At Risk
INV000837,3,209.0,Healthy
INV000838,4,98.33333333333333,Healthy
INV000839,3,189.5,Healthy
INV000840,9,62.875,At Risk
INV000841,7,71.33333333333333,At Risk
INV000842,1,,Healthy
INV000843,11,35.8,At Risk
INV000844,10,44.111111111111114,At Risk
INV000845,7,46.5,At Risk
INV000846,5,90.5,Healthy
INV000847,11,26.9,Healthy
INV000848,2,132.0,Healthy
INV000849,11,47.2,At Risk
INV000850,6,28.6,Healthy
INV000851,9,53.375,At Risk
INV000852,5,110.75,Healthy
INV000853,12,40.36363636363637,At Risk
INV000854,10,54.44444444444444,At Risk
INV000855,4,152.66666666666666,Healthy
INV000856,9,55.0,At Risk
INV000857,9,52.125,At Risk
INV000858,11,35.9,At Risk
INV000859,3,132.0,Healthy
INV000860,10,47.44444444444444,At Risk
INV000861,9,54.875,At Risk
INV000862,9,59.625,At Risk
INV000863,1,,Healthy
INV000864,11,42.0,At Risk
INV000865,11,40.4,At Risk
INV000866,2,141.0,Healthy
INV000867,5,69.25,Healthy
INV000868,1,,Healthy
INV000869,10,37.22222222222222,At Risk
INV000870,6,70.4,At Risk
INV000871,1,,Healthy
INV000872,1,,Healthy
INV000873,10,49.0,At Risk
INV000874,12,45.18181818181818,At Risk
INV000875,3,51.0,Healthy
INV000876,6,37.0,At Risk
INV000877,9,37.125,At Risk
INV000878,2,66.0,Healthy
INV000879,3,85.0,Healthy
INV000880,6,84.8,At Risk
INV000881,12,37.72727272727273,At Risk
INV000882,1,,Healthy
INV000883,2,257.0,Healthy
INV000884,4,81.0,Healthy
INV000885,6,87.0,At Risk
INV000886,2,100.0,Healthy
INV000887,11,40.6,At Risk
INV000888,9,60.25,At Risk
INV000889,2,263.0,Healthy
INV000890,7,43.333333333333336,At Risk
INV000891,9,55.0,At Risk
INV000892,6,77.0,At Risk
INV000893,9,45.375,At Risk
INV000894,12,43.54545454545455,At Risk
INV000895,8,63.57142857142857,At Risk
INV000896,2,173.0,Healthy
INV000897,5,64.25,Healthy
INV000898,3,164.0,Healthy
INV000899,3,171.0,Healthy
INV000900,5,92.25,Healthy
INV000901,7,45.166666666666664,At Risk
INV000902,10,43.111111111111114,At Risk
INV000903,1,,Healthy
INV000904,5,98.5,Healthy
INV000905,1,,Healthy
INV000906,11,36.8,At Risk
INV000907,9,40.5,At Risk
INV000908,5,64.25,Healthy
INV000909,6,82.8,At Risk
INV000910,5,88.25,Healthy
INV000911,1,,Healthy
INV000912,11,41.5,At Risk
INV000913,7,76.33333333333333,At Risk
INV000914,9,55.5,At Risk
INV000915,6,78.2,At Risk
INV000916,1,,Healthy
INV000917,1,,Healthy
INV000918,3,151.5,Healthy
INV000919,7,58.5,At Risk
INV000920,9,47.25,At Risk
INV000921,6,76.2,At Risk
INV000922,5,75.0,Healthy
INV000923,1,,Healthy
INV000924,1,,Healthy
INV000925,8,59.57142857142857,At Risk
INV000926,8,57.142857142857146,At Risk
INV000927,7,25.5,Healthy
INV000928,2,9.0,Healthy
INV000929,10,39.666666666666664,At Risk
INV000930,12,23.90909090909091,Healthy
INV000931,8,49.285714285714285,At Risk
INV000932,2,239.0,Healthy
INV000933,9,55.375,At Risk
INV000934,3,60.0,Healthy
INV000935,11,24.7,Healthy
INV000936,1,,Healthy
INV000937,3,165.0,Healthy
INV000938,2,153.0,Healthy
INV000939,11,45.0,At Risk
INV000940,4,94.66666666666667,Healthy
INV000941,6,95.0,At Risk
INV000942,12,39.63636363636363,At Risk
INV000943,4,129.33333333333334,Healthy
INV000944,6,68.4,At Risk
INV000945,1,,Healthy
INV000946,6,60.0,At Risk
INV000947,8,64.28571428571429,At Risk
INV000948,3,52.0,Healthy
INV000949,11,40.5,At Risk
INV000950,11,48.6,At Risk
INV000951,1,,Healthy
INV000952,1,,Healthy
INV000953,4,110.0,Healthy
INV000954,10,56.333333333333336,At Risk
INV000955,5,107.25,Healthy
INV000956,1,,Healthy
INV000957,8,52.57142857142857,At Risk
INV000958,6,90.6,At Risk
INV000959,9,45.125,At Risk
INV000960,9,60.875,At Risk
INV000961,5,113.75,Healthy
INV000962,8,57.57142857142857,At Risk
INV000963,5,92.25,Healthy
INV000964,5,98.0,Healthy
INV000965,1,,Healthy
INV000966,12,39.18181818181818,At Risk
INV000967,2,47.0,Healthy
INV000968,9,48.625,At Risk
INV000969,10,48.333333333333336,At Risk
INV000970,6,45.4,At Risk
INV000971,12,36.0,At Risk
INV000972,11,38.1,At Risk
INV000973,2,55.0,Healthy
INV000974,8,63.0,At Risk
INV000975,2,44.0,Healthy
INV000976,2,100.0,Healthy
INV000977,12,39.90909090909091,At Risk
INV000978,7,46.833333333333336,At Risk
INV000979,8,59.42857142857143,At Risk
INV000980,10,36.77777777777778,At Risk
INV000981,11,30.4,Healthy
INV000982,3,42.0,Healthy
INV000983,4,94.33333333333333,Healthy
INV000984,9,44.5,At Risk
INV000985,6,73.2,At Risk
INV000986,9,45.625,At Risk
INV000987,4,59.0,Healthy
INV000988,8,66.71428571428571,At Risk
INV000989,7,83.0,At Risk
INV000990,5,99.75,Healthy
INV000991,2,169.0,Healthy
INV000992,6,83.2,At Risk
INV000993,1,,Healthy
INV000994,12,40.18181818181818,At Risk
INV000995,9,21.875,Healthy
INV000996,2,30.0,Healthy
INV000997,8,55.142857142857146,At Risk
INV000998,4,52.666666666666664,Healthy
INV000999,8,47.142857142857146,At Risk
INV001000,2,16.0,Healthy
INV001001,12,40.54545454545455,At Risk
INV001002,10,46.44444444444444,At Risk
INV001003,4,71.0,Healthy
INV001004,4,62.0,Healthy
INV001005,11,46.8,At Risk
INV001006,6,93.0,At Risk
INV001007,2,52.0,Healthy
INV001008,9,48.625,At Risk
INV001009,10,42.333333333333336,At Risk
INV001010,1,,Healthy
INV001011,6,99.4,At Risk
INV001012,6,32.4,Healthy
INV001013,10,53.77777777777778,At Risk
INV001014,7,77.66666666666667,At Risk
INV001015,6,36.0,At Risk
INV001016,4,113.33333333333333,Healthy
INV001017,7,68.5,At Risk
INV001018,3,49.5,Healthy
INV001019,11,35.9,At Risk
INV001020,7,53.833333333333336,At Risk
INV001021,10,45.77777777777778,At Risk
INV001022,5,79.25,Healthy
INV001023,12,46.09090909090909,At Risk
INV001024,8,51.285714285714285,At Risk
INV001025,8,32.57142857142857,Healthy
INV001026,11,47.8,At Risk
INV001027,8,70.57142857142857,At Risk
INV001028,5,105.75,Healthy
INV001029,11,46.9,At Risk
INV001030,3,223.0,Healthy
INV001031,11,48.2,At Risk
INV001032,1,,Healthy
INV001033,2,282.0,Healthy
INV001034,7,69.16666666666667,At Risk
INV001035,1,,Healthy
INV001036,10,54.666666666666664,At Risk
INV001037,11,42.6,At Risk
INV001038,5,98.0,Healthy
INV001039,9,47.875,At Risk
INV001040,4,98.33333333333333,Healthy
INV001041,8,71.14285714285714,At Risk
INV001042,7,49.5,At Risk
INV001043,8,71.0,At Risk
INV001044,3,136.0,Healthy
INV001045,8,71.14285714285714,At Risk
INV001046,4,142.33333333333334,Healthy
INV001047,10,55.666666666666664,At Risk
INV001048,12,35.27272727272727,At Risk
INV001049,7,69.66666666666667,At Risk
INV001050,5,101.0,Healthy
INV001051,11,37.9,At Risk
INV001052,5,87.25,Healthy
INV001053,10,51.666666666666664,At Risk
INV001054,2,183.0,Healthy
INV001055,10,51.77777777777778,At Risk
INV001056,4,153.33333333333334,Healthy
INV001057,4,108.66666666666667,Healthy
INV001058,12,44.81818181818182,At Risk
INV001059,4,138.0,Healthy
INV001060,12,38.81818181818182,At Risk
INV001061,11,40.9,At Risk
INV001062,7,52.5,At Risk
INV001063,12,30.727272727272727,Healthy
INV001064,12,43.27272727272727,At Risk
INV001065,5,87.0,Healthy
INV001066,4,153.66666666666666,Healthy
INV001067,10,41.666666666666664,At Risk
INV001068,6,99.2,At Risk
INV001069,11,35.2,At Risk
INV001070,12,44.09090909090909,At Risk
INV001071,4,124.66666666666667,Healthy
INV001072,2,128.0,Healthy
INV001073,3,7.0,Healthy
INV001074,8,44.714285714285715,At Risk
INV001075,7,51.0,At Risk
INV001076,3,149.0,Healthy
INV001077,9,46.75,At Risk
INV001078,1,,Healthy
INV001079,11,46.1,At Risk
INV001080,8,52.142857142857146,At Risk
INV001081,6,79.0,At Risk
INV001082,4,113.66666666666667,Healthy
INV001083,9,43.25,At Risk
INV001084,1,,Healthy
INV001085,2,155.0,Healthy
INV001086,3,106.5,Healthy
INV001087,7,63.5,At Risk
INV001088,7,74.33333333333333,At Risk
INV001089,2,11.0,Healthy
INV001090,1,,Healthy
INV001091,6,71.8,At Risk
INV001092,12,42.18181818181818,At Risk
INV001093,9,57.875,At Risk
INV001094,7,77.5,At Risk
INV001095,2,244.0,Healthy
INV001096,10,51.888888888888886,At Risk
INV001097,2,58.0,Healthy
INV001098,1,,Healthy
INV001099,11,31.9,Healthy
INV001100,1,,Healthy
INV001101,6,85.4,At Risk
INV001102,10,50.666666666666664,At Risk
INV001103,8,47.57142857142857,At Risk
INV001104,3,156.0,Healthy
INV001105,2,407.0,Healthy
INV001106,5,121.0,Healthy
INV001107,4,90.33333333333333,Healthy
INV001108,4,118.33333333333333,Healthy
INV001109,6,90.4,At Risk
INV001110,4,100.0,Healthy
INV001111,6,96.6,At Risk
INV001112,6,40.0,At Risk
INV001113,7,48.5,At Risk
INV001114,2,406.0,Healthy
INV001115,10,45.77777777777778,At Risk
INV001116,12,42.27272727272727,At Risk
INV001117,9,54.0,At Risk
INV001118,10,49.0,At Risk
INV001119,4,109.0,Healthy
INV001120,2,72.0,Healthy
INV001121,4,89.66666666666667,Healthy
INV001122,3,251.0,Healthy
INV001123,9,56.75,At Risk
INV001124,7,79.66666666666667,At Risk
INV001125,1,,Healthy
INV001126,3,79.0,Healthy
INV001127,4,149.33333333333334,Healthy
INV001128,11,44.2,At Risk
INV001129,1,,Healthy
INV001130,11,46.6,At Risk
INV001131,10,53.888888888888886,At Risk
INV001132,1,,Healthy
INV001133,6,41.6,At Risk
INV001134,2,404.0,Healthy
INV001135,1,,Healthy
INV001136,3,44.0,Healthy
INV001137,11,34.3,Healthy
INV001138,9,50.5,At Risk
INV001139,3,213.0,Healthy
INV001140,8,56.57142857142857,At Risk
INV001141,8,69.71428571428571,At Risk
INV001142,9,49.5,At Risk
INV001143,3,85.0,Healthy
INV001144,6,64.4,At Risk
INV001145,3,23.0,Healthy
INV001146,1,,Healthy
INV001147,5,49.5,Healthy
INV001148,3,85.0,Healthy
INV001149,4,125.33333333333333,Healthy
INV001150,4,87.66666666666667,Healthy
INV001151,3,205.5,Healthy
INV001152,6,46.6,At Risk
INV001153,1,,Healthy
INV001154,5,124.25,Healthy
INV001155,8,69.14285714285714,At Risk
INV001156,10,56.888888888888886,At Risk
INV001157,12,33.63636363636363,Healthy
INV001158,5,112.0,Healthy
INV001159,3,197.5,Healthy
INV001160,9,52.75,At Risk
INV001161,8,57.57142857142857,At Risk
INV001162,2,301.0,Healthy
INV001163,12,43.54545454545455,At Risk
INV001164,4,117.33333333333333,Healthy
INV001165,7,57.5,At Risk
INV001166,9,54.0,At Risk
INV001167,6,96.2,At Risk
INV001168,7,76.16666666666667,At Risk
INV001169,4,150.66666666666666,Healthy
INV001170,9,49.125,At Risk
INV001171,4,92.0,Healthy
INV001172,4,139.33333333333334,Healthy
INV001173,7,55.833333333333336,At Risk
INV001174,9,58.75,At Risk
INV001175,7,78.66666666666667,At Risk
INV001176,3,40.5,Healthy
INV001177,1,,Healthy
INV001178,12,43.54545454545455,At Risk
INV001179,3,115.0,Healthy
INV001180,8,61.857142857142854,At Risk
INV001181,9,59.0,At Risk
INV001182,6,71.0,At Risk
INV001183,6,55.8,At Risk
INV001184,1,,Healthy
INV001185,9,50.125,At Risk
INV001186,8,44.57142857142857,At Risk
INV001187,1,,Healthy
INV001188,3,35.0,Healthy
INV001189,8,46.57142857142857,At Risk
INV001190,7,80.83333333333333,At Risk
INV001191,4,79.33333333333333,Healthy
INV001192,6,81.4,At Risk
INV001193,4,54.333333333333336,Healthy
INV001194,4,80.33333333333333,Healthy
INV001195,12,34.27272727272727,Healthy
INV001196,6,92.2,At Risk
INV001197,9,49.875,At Risk
INV001198,11,48.4,At Risk
INV001199,3,210.5,Healthy
INV001200,2,354.0,Healthy
INV001201,1,,Healthy
INV001202,9,50.75,At Risk
INV001203,2,225.0,Healthy
INV001204,7,75.83333333333333,At Risk
INV001205,3,83.5,Healthy
INV001206,12,38.0,At Risk
INV001207,7,50.833333333333336,At Risk
INV001208,10,37.333333333333336,At Risk
INV001209,5,42.25,Healthy
INV001210,12,26.818181818181817,Healthy
INV001211,3,197.5,Healthy
INV001212,8,45.142857142857146,At Risk
INV001213,10,53.888888888888886,At Risk
INV001214,4,112.33333333333333,Healthy
INV001215,6,97.0,At Risk
INV001216,3,181.0,Healthy
INV001217,12,39.09090909090909,At Risk
INV001218,9,49.25,At Risk
INV001219,11,36.9,At Risk
INV001220,9,57.875,At Risk
INV001221,8,64.57142857142857,At Risk
INV001222,6,68.6,At Risk
INV001223,11,42.5,At Risk
INV001224,8,40.57142857142857,At Risk
INV001225,9,53.125,At Risk
INV001226,3,157.0,Healthy
INV001227,11,39.7,At Risk
INV001228,12,43.18181818181818,At Risk
INV001229,3,146.0,Healthy
INV001230,4,44.333333333333336,Healthy
INV001231,1,,Healthy
INV001232,6,87.8,At Risk
INV001233,7,55.5,At Risk
INV001234,12,40.72727272727273,At Risk
INV001235,11,47.2,At Risk
INV001236,7,73.33333333333333,At Risk
INV001237,7,81.66666666666667,At Risk
INV001238,12,37.36363636363637,At Risk
INV001239,1,,Healthy
INV001240,2,176.0,Healthy
INV001241,6,33.0,Healthy
INV001242,10,47.333333333333336,At Risk
INV001243,1,,Healthy
INV001244,6,34.2,Healthy
INV001245,5,80.75,Healthy
INV001246,6,80.0,At Risk
INV001247,7,44.333333333333336,At Risk
INV001248,1,,Healthy
INV001249,6,71.6,At Risk
INV001250,6,82.2,At Risk
INV001251,9,54.25,At Risk
INV001252,1,,Healthy
INV001253,1,,Healthy
INV001254,5,108.0,Healthy
INV001255,6,70.8,At Risk
INV001256,4,136.66666666666666,Healthy
INV001257,10,52.44444444444444,At Risk
INV001258,2,58.0,Healthy
INV001259,12,43.81818181818182,At Risk
INV001260,7,68.33333333333333,At Risk
INV001261,7,55.5,At Risk
INV001262,8,50.857142857142854,At Risk
INV001263,3,146.0,Healthy
INV001264,8,44.857142857142854,At Risk
INV001265,7,57.5,At Risk
INV001266,2,393.0,Healthy
INV001267,2,293.0,Healthy
INV001268,1,,Healthy
INV001269,10,56.44444444444444,At Risk
INV001270,3,14.5,Healthy
INV001271,4,107.33333333333333,Healthy
INV001272,2,148.0,Healthy
INV001273,5,110.0,Healthy
INV001274,12,45.36363636363637,At Risk
INV001275,12,39.0,At Risk
INV001276,4,121.0,Healthy
INV001277,2,420.0,Healthy
INV001278,1,,Healthy
INV001279,5,120.75,Healthy
INV001280,6,83.6,At Risk
INV001281,6,88.8,At Risk
INV001282,8,54.857142857142854,At Risk
INV001283,1,,Healthy
INV001284,11,50.6,At Risk
INV001285,2,2.0,Healthy
INV001286,3,20.0,Healthy
INV001287,9,57.625,At Risk
INV001288,8,39.142857142857146,At Risk
INV001289,3,171.0,Healthy
INV001290,2,294.0,Healthy
INV001291,7,63.5,At Risk
INV001292,2,116.0,Healthy
INV001293,1,,Healthy
INV001294,1,,Healthy
INV001295,10,45.111111111111114,At Risk
INV001296,2,349.0,Healthy
INV001297,2,247.0,Healthy
INV001298,11,43.1,At Risk
INV001299,12,40.36363636363637,At Risk
INV001300,7,75.0,At Risk
INV001301,4,81.33333333333333,Healthy
INV001302,1,,Healthy
INV001303,2,209.0,Healthy
INV001304,12,44.36363636363637,At Risk
INV001305,2,42.0,Healthy
INV001306,2,92.0,Healthy
INV001307,3,152.0,Healthy
INV001308,12,41.63636363636363,At Risk
INV001309,1,,Healthy
INV001310,8,58.0,At Risk
INV001311,4,151.33333333333334,Healthy
INV001312,11,43.7,At Risk
INV001313,4,125.66666666666667,Healthy
INV001314,10,50.44444444444444,At Risk
INV001315,10,48.888888888888886,At Risk
INV001316,10,51.333333333333336,At Risk
INV001317,11,42.4,At Risk
INV001318,11,41.6,At Risk
INV001319,8,33.57142857142857,Healthy
INV001320,11,45.2,At Risk
INV001321,7,75.83333333333333,At Risk
INV001322,7,80.83333333333333,At Risk
INV001323,1,,Healthy
INV001324,2,34.0,Healthy
INV001325,7,82.5,At Risk
INV001326,12,44.18181818181818,At Risk
INV001327,2,501.0,Healthy
INV001328,5,69.75,Healthy
INV001329,10,46.888888888888886,At Risk
INV001330,5,77.0,Healthy
INV001331,10,52.77777777777778,At Risk
INV001332,9,60.0,At Risk
INV001333,12,45.54545454545455,At Risk
INV001334,10,50.333333333333336,At Risk
INV001335,2,209.0,Healthy
INV001336,9,57.625,At Risk
INV001337,5,63.5,Healthy
INV001338,2,165.0,Healthy
INV001339,1,,Healthy
INV001340,3,205.0,Healthy
INV001341,5,98.5,Healthy
INV001342,9,54.25,At Risk
INV001343,6,56.0,At Risk
INV001344,3,151.5,Healthy
INV001345,8,65.0,At Risk
INV001346,7,76.5,At Risk
INV001347,2,265.0,Healthy
INV001348,11,40.9,At Risk
INV001349,3,65.5,Healthy
INV001350,8,71.14285714285714,At Risk
INV001351,12,40.90909090909091,At Risk
INV001352,6,64.8,At Risk
INV001353,7,57.333333333333336,At Risk
INV001354,9,53.125,At Risk
INV001355,11,40.2,At Risk
INV001356,11,39.6,At Risk
INV001357,5,40.0,Healthy
INV001358,1,,Healthy
INV001359,9,54.375,At Risk
INV001360,1,,Healthy
INV001361,9,37.875,At Risk
INV001362,4,19.666666666666668,Healthy
INV001363,7,50.666666666666664,At Risk
INV001364,2,126.0,Healthy
INV001365,4,68.66666666666667,Healthy
INV001366,9,54.375,At Risk
INV001367,7,82.5,At Risk
INV001368,3,34.0,Healthy
INV001369,9,50.625,At Risk
INV001370,7,81.0,At Risk
INV001371,4,76.0,Healthy
INV001372,4,120.33333333333333,Healthy
INV001373,4,88.0,Healthy
INV001374,7,55.833333333333336,At Risk
INV001375,12,44.90909090909091,At Risk
INV001376,7,78.66666666666667,At Risk
INV001377,8,65.14285714285714,At Risk
INV001378,6,79.2,At Risk
INV001379,7,48.333333333333336,At Risk
INV001380,2,105.0,Healthy
INV001381,1,,Healthy
INV001382,4,101.0,Healthy
INV001383,10,44.0,At Risk
INV001384,10,43.55555555555556,At Risk
INV001385,5,118.25,Healthy
INV001386,7,51.833333333333336,At Risk
INV001387,9,57.25,At Risk
INV001388,6,70.6,At Risk
INV001389,6,87.0,At Risk
INV001390,6,82.0,At Risk
INV001391,8,68.71428571428571,At Risk
INV001392,8,52.0,At Risk
INV001393,3,104.0,Healthy
INV001394,9,55.625,At Risk
INV001395,8,56.0,At Risk
INV001396,5,100.25,Healthy
INV001397,11,48.1,At Risk
INV001398,11,45.5,At Risk
INV001399,7,62.333333333333336,At Risk
INV001400,11,38.4,At Risk
INV001401,10,38.111111111111114,At Risk
INV001402,9,61.625,At Risk
INV001403,2,54.0,Healthy
INV001404,4,107.66666666666667,Healthy
INV001405,4,130.33333333333334,Healthy
INV001406,12,39.0,At Risk
INV001407,10,39.55555555555556,At Risk
INV001408,3,37.0,Healthy
INV001409,7,32.333333333333336,Healthy
INV001410,8,61.0,At Risk
INV001411,8,65.14285714285714,At Risk
INV001412,3,70.5,Healthy
INV001413,8,56.0,At Risk
INV001414,2,293.0,Healthy
INV001415,10,53.0,At Risk
INV001416,2,303.0,Healthy
INV001417,5,88.0,Healthy
INV001418,9,57.625,At Risk
INV001419,8,61.285714285714285,At Risk
INV001420,5,95.75,Healthy
INV001421,8,63.142857142857146,At Risk
INV001422,5,98.75,Healthy
INV001423,11,34.0,Healthy
INV001424,6,93.0,At Risk
INV001425,2,445.0,Healthy
INV001426,1,,Healthy
INV001427,1,,Healthy
INV001428,12,44.18181818181818,At Risk
INV001429,2,240.0,Healthy
INV001430,1,,Healthy
INV001431,4,60.0,Healthy
INV001432,7,59.5,At Risk
INV001433,6,99.2,At Risk
INV001434,9,60.375,At Risk
INV001435,2,36.0,Healthy
INV001436,4,95.33333333333333,Healthy
INV001437,4,89.0,Healthy
INV001438,1,,Healthy
INV001439,7,56.333333333333336,At Risk
INV001440,5,56.5,Healthy
INV001441,2,60.0,Healthy
INV001442,12,41.54545454545455,At Risk
INV001443,6,57.2,At Risk
INV001444,3,54.0,Healthy
INV001445,5,51.0,Healthy
INV001446,4,84.0,Healthy
INV001447,4,125.66666666666667,Healthy
INV001448,6,47.8,At Risk
INV001449,7,48.5,At Risk
INV001450,4,105.0,Healthy
INV001451,1,,Healthy
INV001452,4,73.66666666666667,Healthy
INV001453,4,106.66666666666667,Healthy
INV001454,8,62.57142857142857,At Risk
INV001455,12,41.18181818181818,At Risk
INV001456,9,52.375,At Risk
INV001457,12,38.09090909090909,At Risk
INV001458,12,32.63636363636363,Healthy
INV001459,5,116.25,Healthy
INV001460,11,33.4,Healthy
INV001461,2,43.0,Healthy
INV001462,9,55.0,At Risk
INV001463,5,80.25,Healthy
INV001464,1,,Healthy
INV001465,7,52.0,At Risk
INV001466,11,26.7,Healthy
INV001467,10,54.333333333333336,At Risk
INV001468,4,93.66666666666667,Healthy
INV001469,3,97.5,Healthy
INV001470,7,72.33333333333333,At Risk
INV001471,1,,Healthy
INV001472,9,49.375,At Risk
INV001473,7,81.33333333333333,At Risk
INV001474,2,202.0,Healthy
INV001475,4,88.33333333333333,Healthy
INV001476,5,101.0,Healthy
INV001477,3,71.0,Healthy
INV001478,7,79.66666666666667,At Risk
INV001479,3,102.0,Healthy
INV001480,7,47.833333333333336,At Risk
INV001481,7,49.833333333333336,At Risk
INV001482,8,57.57142857142857,At Risk
INV001483,6,84.6,At Risk
INV001484,5,87.25,Healthy
INV001485,10,48.888888888888886,At Risk
INV001486,2,62.0,Healthy
INV001487,3,91.0,Healthy
INV001488,5,79.0,Healthy
INV001489,5,85.5,Healthy
INV001490,1,,Healthy
INV001491,8,70.57142857142857,At Risk
INV001492,5,77.25,Healthy
INV001493,3,150.0,Healthy
INV001494,3,221.5,Healthy
INV001495,2,16.0,Healthy
INV001496,11,40.1,At Risk
INV001497,12,45.81818181818182,At Risk
INV001498,6,68.8,At Risk
INV001499,10,41.77777777777778,At Risk
INV001500,8,63.857142857142854,At Risk
INV001501,7,52.833333333333336,At Risk
INV001502,2,379.0,Healthy
INV001503,6,44.8,At Risk
INV001504,10,48.22222222222222,At Risk
INV001505,3,148.0,Healthy
INV001506,7,78.16666666666667,At Risk
INV001507,12,39.18181818181818,At Risk
INV001508,10,55.888888888888886,At Risk
INV001509,1,,Healthy
INV001510,10,44.55555555555556,At Risk
INV001511,3,28.0,Healthy
INV001512,11,47.7,At Risk
INV001513,6,60.6,At Risk
INV001514,11,38.9,At Risk
INV001515,5,97.25,Healthy
INV001516,9,56.625,At Risk
INV001517,3,82.0,Healthy
INV001518,9,46.25,At Risk
INV001519,3,77.0,Healthy
INV001520,3,171.5,Healthy
INV001521,9,47.25,At Risk
INV001522,3,102.5,Healthy
INV001523,1,,Healthy
INV001524,7,63.5,At Risk
INV001525,7,60.833333333333336,At Risk
INV001526,10,29.333333333333332,Healthy
INV001527,3,123.0,Healthy
INV001528,11,48.0,At Risk
INV001529,3,214.0,Healthy
INV001530,9,48.5,At Risk
INV001531,4,85.33333333333333,Healthy
INV001532,11,47.4,At Risk
INV001533,2,168.0,Healthy
INV001534,8,64.42857142857143,At Risk
INV001535,4,150.66666666666666,Healthy
INV001536,11,41.4,At Risk
INV001537,5,99.0,Healthy
INV001538,7,65.5,At Risk
INV001539,3,237.0,Healthy
INV001540,4,138.33333333333334,Healthy
INV001541,1,,Healthy
INV001542,5,63.0,Healthy
INV001543,6,56.2,At Risk
INV001544,11,42.6,At Risk
INV001545,11,46.4,At Risk
INV001546,2,351.0,Healthy
INV001547,12,43.81818181818182,At Risk
INV001548,8,57.57142857142857,At Risk
INV001549,9,50.125,At Risk
INV001550,11,47.4,At Risk
INV001551,9,55.875,At Risk
INV001552,2,45.0,Healthy
INV001553,12,44.90909090909091,At Risk
INV001554,2,5.0,Healthy
INV001555,6,91.0,At Risk
INV001556,4,77.33333333333333,Healthy
INV001557,7,80.33333333333333,At Risk
INV001558,11,38.7,At Risk
INV001559,1,,Healthy
INV001560,6,98.2,At Risk
INV001561,8,55.857142857142854,At Risk
INV001562,11,39.8,At Risk
INV001563,2,194.0,Healthy
INV001564,12,39.18181818181818,At Risk
INV001565,3,126.0,Healthy
INV001566,4,102.66666666666667,Healthy
INV001567,6,50.2,At Risk
INV001568,1,,Healthy
INV001569,7,69.5,At Risk
INV001570,9,59.875,At Risk
INV001571,3,87.0,Healthy
INV001572,1,,Healthy
INV001573,8,42.142857142857146,At Risk
INV001574,7,42.666666666666664,At Risk
INV001575,9,52.625,At Risk
INV001576,7,75.33333333333333,At Risk
INV001577,1,,Healthy
INV001578,3,76.5,Healthy
INV001579,12,41.63636363636363,At Risk
INV001580,12,40.63636363636363,At Risk
INV001581,5,101.75,Healthy
INV001582,1,,Healthy
INV001583,9,56.125,At Risk
INV001584,5,84.0,Healthy
INV001585,9,35.375,At Risk
INV001586,4,89.33333333333333,Healthy
INV001587,11,40.1,At Risk
INV001588,7,69.5,At Risk
INV001589,1,,Healthy
INV001590,3,126.5,Healthy
INV001591,11,32.0,Healthy
INV001592,6,19.0,Healthy
INV001593,3,159.5,Healthy
INV001594,7,76.83333333333333,At Risk
INV001595,7,69.33333333333333,At Risk
INV001596,6,76.4,At Risk
INV001597,11,43.4,At Risk
INV001598,9,50.5,At Risk
INV001599,12,44.54545454545455,At Risk
INV001600,4,152.0,Healthy
INV001601,3,96.0,Healthy
INV001602,12,42.63636363636363,At Risk
INV001603,11,33.3,Healthy
INV001604,3,62.0,Healthy
INV001605,11,49.9,At Risk
INV001606,8,58.0,At Risk
INV001607,3,231.0,Healthy
INV001608,11,36.0,At Risk
INV001609,10,52.77777777777778,At Risk
INV001610,1,,Healthy
INV001611,11,42.7,At Risk
INV001612,10,50.22222222222222,At Risk
INV001613,2,90.0,Healthy
INV001614,4,54.0,Healthy
INV001615,8,44.0,At Risk
INV001616,12,38.54545454545455,At Risk
INV001617,2,11.0,Healthy
INV001618,8,59.714285714285715,At Risk
INV001619,6,70.0,At Risk
INV001620,7,43.0,At Risk
INV001621,3,167.0,Healthy
INV001622,2,196.0,Healthy
INV001623,11,46.9,At Risk
INV001624,12,34.0,Healthy
INV001625,12,39.63636363636363,At Risk
INV001626,4,81.33333333333333,Healthy
INV001627,6,70.8,At Risk
INV001628,12,32.90909090909091,Healthy
INV001629,12,44.36363636363637,At Risk
